text,disease
"The patient presents with shortness of breath, sharp chest pain, chest tightness, and nasal congestion.",pulmonary congestion
The patient presents with chest tightness and cough.,pulmonary congestion
"The patient presents with shortness of breath, cough, nasal congestion, and decreased heart rate.",pulmonary congestion
"The patient presents with sharp chest pain, chest tightness, leg swelling, decreased heart rate, and fever.",pulmonary congestion
"The patient presents with sharp chest pain, chest tightness, cough, nasal congestion, leg swelling, and fever.",pulmonary congestion
"The patient presents with shortness of breath, sharp chest pain, cough, weakness, decreased heart rate, and fever.",pulmonary congestion
"The patient presents with shortness of breath, chest tightness, cough, nasal congestion, leg swelling, and fever.",pulmonary congestion
"The patient presents with chest tightness, cough, nasal congestion, and decreased heart rate.",pulmonary congestion
"The patient presents with shortness of breath, sharp chest pain, chest tightness, cough, decreased heart rate, and fever.",pulmonary congestion
"The patient presents with shortness of breath, chest tightness, cough, nasal congestion, leg swelling, weakness, and fever.",pulmonary congestion
The patient presents with sharp chest pain and cough.,pulmonary congestion
"The patient presents with chest tightness, cough, and leg swelling.",pulmonary congestion
"The patient presents with shortness of breath, sharp chest pain, chest tightness, cough, leg swelling, weakness, decreased heart rate, and fever.",pulmonary congestion
"The patient presents with shortness of breath, sharp chest pain, cough, leg swelling, and decreased heart rate.",pulmonary congestion
"The patient presents with chest tightness, cough, nasal congestion, weakness, and fever.",pulmonary congestion
"The patient presents with shortness of breath, chest tightness, cough, leg swelling, weakness, and fever.",pulmonary congestion
"The patient presents with shortness of breath, chest tightness, cough, nasal congestion, and fever.",pulmonary congestion
"The patient presents with sharp chest pain, chest tightness, cough, leg swelling, decreased heart rate, and fever.",pulmonary congestion
"The patient presents with shortness of breath, chest tightness, nasal congestion, leg swelling, weakness, and decreased heart rate.",pulmonary congestion
"The patient presents with sharp chest pain, chest tightness, cough, nasal congestion, and leg swelling.",pulmonary congestion
"The patient presents with shortness of breath, sharp chest pain, chest tightness, cough, leg swelling, and decreased heart rate.",pulmonary congestion
"The patient presents with shortness of breath, leg swelling, weakness, and decreased heart rate.",pulmonary congestion
"The patient presents with sharp chest pain, chest tightness, cough, and fever.",pulmonary congestion
"The patient presents with chest tightness, cough, nasal congestion, weakness, and decreased heart rate.",pulmonary congestion
"The patient presents with shortness of breath, sharp chest pain, cough, and leg swelling.",pulmonary congestion
"The patient presents with sharp chest pain, chest tightness, cough, leg swelling, and fever.",pulmonary congestion
"The patient presents with shortness of breath, chest tightness, cough, leg swelling, decreased heart rate, and fever.",pulmonary congestion
"The patient presents with sharp chest pain, cough, nasal congestion, weakness, and decreased heart rate.",pulmonary congestion
"The patient presents with sharp chest pain, chest tightness, nasal congestion, leg swelling, and weakness.",pulmonary congestion
"The patient presents with sharp chest pain, chest tightness, nasal congestion, and leg swelling.",pulmonary congestion
"The patient presents with sharp chest pain, chest tightness, cough, leg swelling, and decreased heart rate.",pulmonary congestion
"The patient presents with shortness of breath, sharp chest pain, nasal congestion, leg swelling, decreased heart rate, and fever.",pulmonary congestion
"The patient presents with shortness of breath, chest tightness, cough, nasal congestion, decreased heart rate, and fever.",pulmonary congestion
"The patient presents with shortness of breath, chest tightness, and decreased heart rate.",pulmonary congestion
"The patient presents with shortness of breath, sharp chest pain, chest tightness, nasal congestion, leg swelling, weakness, decreased heart rate, and fever.",pulmonary congestion
"The patient presents with chest tightness, leg swelling, and fever.",pulmonary congestion
"The patient presents with chest tightness, leg swelling, and weakness.",pulmonary congestion
"The patient presents with shortness of breath, sharp chest pain, cough, nasal congestion, leg swelling, and weakness.",pulmonary congestion
The patient presents with sharp chest pain and nasal congestion.,pulmonary congestion
"The patient presents with sharp chest pain, chest tightness, nasal congestion, leg swelling, weakness, decreased heart rate, and fever.",pulmonary congestion
"The patient presents with cough, nasal congestion, leg swelling, decreased heart rate, and fever.",pulmonary congestion
"The patient presents with sharp chest pain, chest tightness, cough, nasal congestion, and weakness.",pulmonary congestion
"The patient presents with shortness of breath, sharp chest pain, nasal congestion, and fever.",pulmonary congestion
"The patient presents with sharp chest pain, chest tightness, nasal congestion, leg swelling, and decreased heart rate.",pulmonary congestion
"The patient presents with sharp chest pain, chest tightness, and decreased heart rate.",pulmonary congestion
"The patient presents with shortness of breath, chest tightness, cough, nasal congestion, leg swelling, decreased heart rate, and fever.",pulmonary congestion
"The patient presents with chest tightness, cough, and nasal congestion.",pulmonary congestion
"The patient presents with shortness of breath, sharp chest pain, nasal congestion, leg swelling, and decreased heart rate.",pulmonary congestion
"The patient presents with shortness of breath, chest tightness, nasal congestion, leg swelling, and fever.",pulmonary congestion
"The patient presents with chest tightness, cough, nasal congestion, and fever.",pulmonary congestion
"The patient presents with shortness of breath, sharp chest pain, chest tightness, cough, nasal congestion, leg swelling, and fever.",pulmonary congestion
"The patient presents with chest tightness, cough, nasal congestion, decreased heart rate, and fever.",pulmonary congestion
"The patient presents with shortness of breath, cough, weakness, and fever.",pulmonary congestion
"The patient presents with shortness of breath, sharp chest pain, chest tightness, cough, nasal congestion, and decreased heart rate.",pulmonary congestion
"The patient presents with sharp chest pain, cough, nasal congestion, and leg swelling.",pulmonary congestion
